"lang"
{
	"Language"		"English"
	"Tokens"
	{		
		"addon_game_name"			"Battle of Mirkwood"

		"ability_is_full"		"Ability is full"
		"ability_max_level"		"Ability has reached max level"
		"npc_bom_shop_roamer"		"Roamer Shop"
		
		"spawn_warning"			"Spawning hundreds of creeps on map, may cause some latency, we are sorry about that."
		"spawn_ending"			"Creep spawning is finished!"

		"DOTA_Tooltip_ability_item_zhongji"		"Bash"
		"DOTA_Tooltip_ability_item_fensui"		"Smash"
		"DOTA_Tooltip_ability_item_shanbi"		"Evasion"
		"DOTA_Tooltip_ability_item_shengmingqiequ"		"Life Steal"
		"DOTA_Tooltip_ability_item_yinghua"		"Harden Skin"
		"DOTA_Tooltip_ability_item_jianci"		"Spiked Carapace"
		"DOTA_Tooltip_ability_item_ranhui"		"Burning Ember"
		"DOTA_Tooltip_ability_item_lueduo"		"Plunder"
		"DOTA_Tooltip_ability_item_mofapifu"		"Magical Skin"
		"DOTA_Tooltip_ability_item_shuxingfujia"		"Attribute Bonus"
		"DOTA_Tooltip_ability_item_gongjishengji"		"Damage Upgrade"
		"DOTA_Tooltip_ability_item_fushiguanghuan"		"Corrosion Aura"
		"DOTA_Tooltip_ability_item_naijiuguanghuan"		"Endurance Aura"
		"DOTA_Tooltip_ability_item_xixueguanghuan"		"Vampiric Aura"
		"DOTA_Tooltip_ability_item_zhuanzhuguanghuan"		"Devotion Aura"
		"DOTA_Tooltip_ability_item_jinglingguanghuan"		"Elf Aura"
		"DOTA_Tooltip_ability_item_siwangguanghuan"		"Death Aura"
		"DOTA_Tooltip_ability_item_shengminghuifuguanghuan"		"Life-regen Aura"
		"DOTA_Tooltip_ability_item_jingjiguanghuan"		"Thorns Aura"
		"DOTA_Tooltip_ability_item_xieeguanghuan"		"Devil Aura"
		"DOTA_Tooltip_ability_item_jiansuguanghuan"		"Entropic Aura"
		"DOTA_Tooltip_ability_item_minglingguanghuan"		"Command Aura"
		"DOTA_Tooltip_ability_item_qiangjiguanghuan"		"Trueshot Aura"

		"DOTA_Tooltip_wa_zhongji"		"Effect:Bash"
		"DOTA_Tooltip_wa_fensui"		"Effect:Smash"
		"DOTA_Tooltip_wa_shanbi"		"Effect:Evasion"
		"DOTA_Tooltip_wa_shengmingqiequ"		"Effect:LifeSteal"
		"DOTA_Tooltip_wa_yinghua"		"Effect:Harden Skin"
		"DOTA_Tooltip_wa_jianci"		"Effect:Spiked Carapace"
		"DOTA_Tooltip_wa_ranhui"		"Effect:Burning Ember"
		"DOTA_Tooltip_wa_lueduo"		"Effect:Plunder"
		"DOTA_Tooltip_wa_mofapifu"		"Effect:Magical Skin"
		"DOTA_Tooltip_wa_shuxingfujia"		"Effect:Attribute Bonus"
		"DOTA_Tooltip_wa_gongjishengji"		"Effect:Damage Upgrade"
		"DOTA_Tooltip_wa_fushiguanghuan"		"Aura:Corrosion Aura"
		"DOTA_Tooltip_wa_naijiuguanghuan"		"Aura:Endurance Aura"
		"DOTA_Tooltip_wa_xixueguanghuan"		"Aura:LifeSteal Aura"
		"DOTA_Tooltip_wa_zhuanzhuguanghuan"		"Aura:Devotion Aura"
		"DOTA_Tooltip_wa_jinglingguanghuan"		"Aura:Elf Aura"
		"DOTA_Tooltip_wa_siwangguanghuan"		"Aura:Death Aura"
		"DOTA_Tooltip_wa_shengminghuifuguanghuan"		"Aura:Life-regen Aura"
		"DOTA_Tooltip_wa_jingjiguanghuan"		"Aura:Thorns Aura"
		"DOTA_Tooltip_wa_xieeguanghuan"		"Aura:Devil Aura"
		"DOTA_Tooltip_wa_jiansuguanghuan"		"Aura:Entropic Aura"
		"DOTA_Tooltip_wa_minglingguanghuan"		"Aura:Command Aura"
		"DOTA_Tooltip_wa_qiangjiguanghuan"		"Aura:Trueshot Aura"

		"DOTA_Tooltip_modifier_zhongji_passive"		"Effect:Bash"
		"DOTA_Tooltip_modifier_fensui"		"Effect:Smash"
		"DOTA_Tooltip_modifier_shanbi_effect"		"Effect:Evasion"
		"DOTA_Tooltip_modifier_shengmingqiequ"		"Effect:LifeSteal"
		"DOTA_Tooltip_modifier_yinghua"		"Effect:Harden Skin"
		"DOTA_Tooltip_modifier_jianci_armor"		"Effect:Spiked Carapace"
		"DOTA_Tooltip_modifier_ranhui"		"Effect:Burning Ember"
		"DOTA_Tooltip_modifier_lueduo"		"Effect:Plunder"
		"DOTA_Tooltip_modifier_mofapifu"		"Effect:Magical Skin"
		"DOTA_Tooltip_modifier_shuxingfujia"		"Effect:Attribute Bonus"
		"DOTA_Tooltip_modifier_gongjishengji"		"Effect:Damage Upgrade"
		"DOTA_Tooltip_modifier_fushiguanghuan"		"Aura:Corrosion Aura"
		"DOTA_Tooltip_modifier_naijiuguanghuan"		"Aura:Endurance Aura - Move Speed"
		"DOTA_Tooltip_modifier_naijiuguanghuan1"		"Aura:Endurance Aura - Attack Speed"
		"DOTA_Tooltip_modifier_xixueguanghuan"		"Aura:Vampire Aura"
		"DOTA_Tooltip_modifier_zhuanzhuguanghuan"		"Aura:Devotion Aura"
		"DOTA_Tooltip_modifier_jinglingguanghuan"		"Aura:Elf Aura"
		"DOTA_Tooltip_modifier_siwangguanghuan"		"Aura:Death Aura"
		"DOTA_Tooltip_modifier_shengminghuifuguanghuan"		"Aura:Liferegen Aura"
		"DOTA_Tooltip_modifier_jingjiguanghuan"		"Aura:Thorns Aura"
		"DOTA_Tooltip_modifier_xieeguanghuan"		"Aura:Devil Aura - Health Regen"
		"DOTA_Tooltip_modifier_xieeguanghuan1"		"Aura:Devil Aura - Move Speed"
		"DOTA_Tooltip_modifier_jiansuguanghuan"		"Aura:Entropic Aura"
		"DOTA_Tooltip_modifier_minglingguanghuan"		"Aura:Command Aura"
		"DOTA_Tooltip_modifier_qiangjiguanghuan"		"Aura:Trueshot Aura"

		"DOTA_Tooltip_ability_zhongji"													"Bash"
		"DOTA_Tooltip_ability_zhongji_Description"										"<font size='10'color='#FADC32'>Gives chance to stun and apply bonus damage to attacking target.</font> Bash Chance: <font size='10'color='#576AFF'>15%</font>\nBonus Damage: <font size='10'color='#576AFF'>Ability Level*80</font>\nStun Duration: <font size='10'color='#576AFF'>0.5(Melee)/0.3(Ranged)</font>"
		"DOTA_Tooltip_ability_fensui"													"Smash"
		"DOTA_Tooltip_ability_fensui_Description"										"<font size='10'color='#FADC32'>Gives chance to apply AOE damage when attacking.</font> Splash Radius: <font size='10'color='#576AFF'>500</font>\nSplash Damage: <font size='10'color='#576AFF'>Ability Level*60</font>\nSmash Chance: <font size='10'color='#576AFF'>15%</font>"
		"DOTA_Tooltip_ability_shanbi"													"Evasion"
		"DOTA_Tooltip_ability_shanbi_Description"										"<font size='10'color='#FADC32'>Gives bonus evasion.</font> Evasion Chance: <font size='10'color='#576AFF'>5+Ability Level*1.5</font>"
		"DOTA_Tooltip_ability_shengmingqiequ"											"LifeSteal"
		"DOTA_Tooltip_ability_shengmingqiequ_Description"								"<font size='10'color='#FADC32'>Gives the ability to heal when attacking.</font>\nLifeSteal Percentage: <font size='10'color='#576AFF'>(5+Ability Level*5)%</font>"
		"DOTA_Tooltip_ability_yinghua"													"Harden Skin"
		"DOTA_Tooltip_ability_yinghua_Description"										"<font size='10'color='#FADC32'>Gives the ability to avoid damage when attacked, but the damage can't lower than a certain value.</font> Block damage: <font size='10'color='#576AFF'>Ability Level*5</font>\nMin Damage: <font size='10'color='#576AFF'>Ability Level*3</font>"
		"DOTA_Tooltip_ability_jianci"													"Spiked Carapace"
		"DOTA_Tooltip_ability_jianci_Description"										"<font size='10'color='#FADC32'>Gives bonus physical armor, reflects damage when attacked.</font> Armor Bonus: <font size='10'color='#576AFF'>Ability Level*2</font>\nDamage Reflection Percentage: <font size='10'color='#576AFF'>(5+Ability Level*1.5)%</font>"
		"DOTA_Tooltip_ability_ranhui"													"(Invalid)Burning Ember"
		"DOTA_Tooltip_ability_ranhui_Description"										"<font size='10'color='#FADC32'>Just ignore this"
		"DOTA_Tooltip_ability_lueduo"													"Plunder"
		"DOTA_Tooltip_ability_lueduo_Description"										"<font size='10'color='#FADC32'>Loot certain amount of x-gold when attack landed.</font> Plunder Percantage: <font size='10'color='#576AFF'>(5+Ability Level*3)%</font>"
		"DOTA_Tooltip_ability_mofapifu"													"(Invalid)Magical Skin"
		"DOTA_Tooltip_ability_mofapifu_Description"										"<font size='10'color='#FADC32'>Just ignore this"
		"DOTA_Tooltip_ability_shuxingfujia"												"Attribute Bonus"
